% Model:              normal_decel_full_geometry.mph
% Version:            COMSOL 5.2.1.262
% Date:               Jun 25 2017, 15:20
% Dimension:          3
% Nodes:              2541
% Expressions:        3
% Description:        Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        mm
% x                       y                        z                        es.Ex (V/m)              es.Ey (V/m)              es.Ez (V/m)
0                         0.1                      -5.187950000000001       -3835.0822156311333      -344743.7829514753       -22525.361322135846
0.1                       0.1                      -5.187950000000001       6216.073571980178        -341951.19614924624      -19818.007125851636
0.2                       0.1                      -5.187950000000001       13289.67280304081        -332704.15993912675      -20274.271905141395
0.30000000000000004       0.1                      -5.187950000000001       20075.22184833986        -316409.81589623727      -18933.396433900733
0.4                       0.1                      -5.187950000000001       26166.706885111904       -293456.35710587265      -18941.415438414337
0.5                       0.1                      -5.187950000000001       33551.64639260428        -263859.9081863269       -19399.65296561119
0.6000000000000001        0.1                      -5.187950000000001       37237.32446785543        -227292.96045761096      -18701.661303938847
0.7000000000000001        0.1                      -5.187950000000001       46116.94000228047        -184524.59121103512      -17682.06009683337
0.8                       0.1                      -5.187950000000001       52356.56023521228        -134196.45947076456      -16002.928985028204
0.9000000000000001        0.1                      -5.187950000000001       59436.45607502307        -79026.37771234653       -15125.670717211884
1                         0.1                      -5.187950000000001       65036.608497436886       -16553.189059270317      -12436.55036005435
0                         0.2                      -5.187950000000001       3257.0130005654937       -343138.3834752939       -43106.82062851271
0.1                       0.2                      -5.187950000000001       13666.056438107407       -340376.4382046271       -40471.18746762052
0.2                       0.2                      -5.187950000000001       27180.868241568118       -331379.8759296965       -41009.51758184974
0.30000000000000004       0.2                      -5.187950000000001       41283.79703131305        -313110.4558766041       -38680.714528255696
0.4                       0.2                      -5.187950000000001       51563.60029807023        -290911.6507661653       -40372.75418189919
0.5                       0.2                      -5.187950000000001       66776.1131444996         -262206.6646649131       -38784.551400056596
0.6000000000000001        0.2                      -5.187950000000001       79303.68641120676        -224361.4904217133       -38299.04638401092
0.7000000000000001        0.2                      -5.187950000000001       92512.27175192715        -182614.73496896034      -36381.52604137099
0.8                       0.2                      -5.187950000000001       105137.11692429986       -127926.53046751597      -33357.006180998105
0.9000000000000001        0.2                      -5.187950000000001       118085.67557268153       -76467.00052278185       -29592.68971957978
1                         0.2                      -5.187950000000001       131094.74647563742       -14908.941301110857      -24916.685863162686
0                         0.30000000000000004      -5.187950000000001       2386.6840243453626       -339683.69822894316      -62628.268870626634
0.1                       0.30000000000000004      -5.187950000000001       19141.12694744271        -337945.45041162975      -60956.32857425464
0.2                       0.30000000000000004      -5.187950000000001       38597.43694718811        -326628.8426358204       -58114.476828452556
0.30000000000000004       0.30000000000000004      -5.187950000000001       59270.85528665953        -313161.55643997603      -59795.185493480516
0.4                       0.30000000000000004      -5.187950000000001       78141.42879339424        -289755.2134447788       -59016.82211979898
0.5                       0.30000000000000004      -5.187950000000001       98845.23634328326        -259465.10593478984      -57155.346872140246
